Unnamed: 0,business_id,feature_scores,feature_count
2744,aBIKSaj78U2HLQCH_vl-PA,"{""Service"": 2.0, ""Philadelphia Taxi Cab"": 1.0, ""Philadelphia Marriott/Loews"": 1.0, ""Cab Stand"": 1.0, ""Cost"": 3.0}","{""Service"": 4, ""Philadelphia Taxi Cab"": 1, ""Philadelphia Marriott/Loews"": 1, ""Cab Stand"": 1, ""Cost"": 2}"
2745,aCHS5pnDjChkHpFo4-EfKg,"{""Service"": 3.6, ""Penne Arrabiata"": 2.0, ""Prices"": 4.0, ""Overall"": 3.0, ""Ambiance"": 2.0, ""Food"": 3.75, ""Cost"": 2.6, ""Atmosphere"": 4.0, ""Pork Chops"": 4.0, ""Shell Pasta with Sausage"": 5.0, ""Lamb Chops"": 4.0, ""Tilapia"": 3.0, ""Lobster Ravioli"": 4.0, ""Veal with Porcini Mushroom"": 4.0, ""3 Layer Chocolate Cake"": 5.0, ""Ice Cream with Chocolate Shavings"": 5.0, ""Chicken Piccata"": 1.0, ""Penne Puttanesca"": 2.0, ""Pasta"": 5.0, ""Capellini mare e monti"": 5.0, ""Pesto pasta"": 5.0}","{""Service"": 5, ""Penne Arrabiata"": 1, ""Prices"": 1, ""Overall"": 1, ""Ambiance"": 1, ""Food"": 4, ""Cost"": 5, ""Atmosphere"": 1, ""Pork Chops"": 1, ""Shell Pasta with Sausage"": 1, ""Lamb Chops"": 1, ""Tilapia"": 1, ""Lobster Ravioli"": 1, ""Veal with Porcini Mushroom"": 1, ""3 Layer Chocolate Cake"": 1, ""Ice Cream with Chocolate Shavings"": 1, ""Chicken Piccata"": 1, ""Penne Puttanesca"": 1, ""Pasta"": 1, ""Capellini mare e monti"": 1, ""Pesto pasta"": 1}"
2746,aDQ-n4B5FAUwEiADAkHoJA,"{""Food"": 1.0, ""Butterfly Shrimp"": 1.0, ""Service"": 1.0, ""Cost"": 2.0}","{""Food"": 1, ""Butterfly Shrimp"": 1, ""Service"": 1, ""Cost"": 1}"
2747,aFLM_Vow8OMcMK3NJWJ8pQ,"{""Unique Atmosphere"": 4.0, ""Ambiance"": 4.0, ""Cost"": 3.0}","{""Unique Atmosphere"": 1, ""Ambiance"": 1, ""Cost"": 1}"
2748,aIp7D41qhB-FgfBmYUgQTw,"{""Service"": 4.5, ""Egyptian Fried Chicken Rice Bowl"": 5.0, ""Korean Tacos"": 1.0, ""Cheesesteaks"": 3.0, ""Cost"": 3.0}","{""Service"": 2, ""Egyptian Fried Chicken Rice Bowl"": 1, ""Korean Tacos"": 1, ""Cheesesteaks"": 1, ""Cost"": 2}"
2749,aJV-u_8zf5vVIaHy7Hs8qw,"{""Service"": 4.5, ""Setting"": 5.0, ""Food"": 4.5, ""Cost"": 3.0, ""Fig Pizza"": 5.0, ""Goat Cheese Salad"": 5.0, ""Beef and Venison Ragu with Homemade Potato Gnocchi"": 5.0, ""Seared Tuna"": 4.0, ""Lamb Skewers"": 3.0, ""Banana Bread Pudding"": 5.0, ""Ambiance"": 4.0, ""Ribs"": 5.0, ""Customer Service"": 3.0}","{""Service"": 2, ""Setting"": 1, ""Food"": 2, ""Cost"": 3, ""Fig Pizza"": 1, ""Goat Cheese Salad"": 1, ""Beef and Venison Ragu with Homemade Potato Gnocchi"": 1, ""Seared Tuna"": 1, ""Lamb Skewers"": 1, ""Banana Bread Pudding"": 1, ""Ambiance"": 1, ""Ribs"": 1, ""Customer Service"": 1}"
2750,aKNrCfmR0bgdXzYcviL1ZA,"{""Service"": 4.0, ""Food"": 5.0, ""Burger"": 5.0, ""Score"": 2.0}","{""Service"": 1, ""Food"": 1, ""Burger"": 1, ""Score"": 1}"
2751,aKZrfLHwqOMlYcDYDy_OEQ,"{""Service"": 2.0, ""Ham and Cheese on Rye"": 1.0, ""Cost"": 3.0}","{""Service"": 1, ""Ham and Cheese on Rye"": 1, ""Cost"": 1}"
2752,aKvowH2UXGvoxJgIRf04Zw,"{""Service"": 1.0, ""Cost"": 3.0, ""Cleanliness"": 1.0, ""Food"": 2.0}","{""Service"": 2, ""Cost"": 1, ""Cleanliness"": 1, ""Food"": 1}"
2753,aL53puqxtcR1KZrrj4U7Jw,"{""Service"": 4.5, ""Salad"": 4.0, ""Sides"": 4.0, ""Protein"": 5.0, ""Dressing"": 5.0, ""Brisket"": 4.0, ""Freshness"": 5.0, ""Cost"": 3.7142857142857144, ""Healthy Options"": 5.0, ""Variety"": 5.0, ""Affordability"": 3.0, ""Food"": 4.4, ""Cheapest Combo"": 5.0, ""Meat Options by Weight"": 4.0, ""Low Carb Options"": 5.0, ""Friendly Staff"": 5.0, ""Knowledgeable Staff"": 5.0, ""Healthiness"": 5.0, ""Price"": 5.0, ""Combo Platter"": 3.0, ""Green Beans"": 2.0, ""Sweet Potato and Peach Salad"": 2.0, ""Gluten-Free Options"": 5.0, ""Dairy-Free Options"": 5.0}","{""Service"": 8, ""Salad"": 1, ""Sides"": 1, ""Protein"": 1, ""Dressing"": 1, ""Brisket"": 2, ""Freshness"": 2, ""Cost"": 7, ""Healthy Options"": 1, ""Variety"": 1, ""Affordability"": 1, ""Food"": 5, ""Cheapest Combo"": 1, ""Meat Options by Weight"": 1, ""Low Carb Options"": 1, ""Friendly Staff"": 1, ""Knowledgeable Staff"": 1, ""Healthiness"": 1, ""Price"": 1, ""Combo Platter"": 1, ""Green Beans"": 1, ""Sweet Potato and Peach Salad"": 1, ""Gluten-Free Options"": 1, ""Dairy-Free Options"": 1}"
2754,aLJN5-DBnNM2C7FjPPQA2A,"{""Service"": 4.5, ""Cheesesteak"": 3.0, ""Cajun Fries"": 4.0, ""Soda"": 4.0, ""Cost"": 3.0, ""Cheese Steak"": 5.0}","{""Service"": 2, ""Cheesesteak"": 1, ""Cajun Fries"": 1, ""Soda"": 1, ""Cost"": 2, ""Cheese Steak"": 1}"
2755,aMfVQdVbKJnZwdf-c1WNcQ,"{""Service"": 2.0, ""Salad"": 2.0, ""Cost"": 2.75, ""Chicken Flatbread Sandwich"": 1.0, ""Drinks"": 1.0, ""Ambiance"": 1.0, ""Pastries"": 1.0, ""Sandwiches"": 4.0, ""Flatbread"": 5.0, ""Choice of Sides"": 4.0, ""Food"": 4.0, ""Cleanliness"": 1.0, ""Atmosphere"": 3.0}","{""Service"": 4, ""Salad"": 1, ""Cost"": 4, ""Chicken Flatbread Sandwich"": 1, ""Drinks"": 1, ""Ambiance"": 1, ""Pastries"": 1, ""Sandwiches"": 1, ""Flatbread"": 1, ""Choice of Sides"": 1, ""Food"": 1, ""Cleanliness"": 1, ""Atmosphere"": 1}"
2756,aNIqkFQYtBieV7NX3343ag,"{""Service"": 3.0, ""Stew Chicken"": 1.0, ""Taste"": 1.0, ""Cost"": 4.0, ""Brown Stew Chicken"": 3.0, ""Rice & Peas"": 4.0, ""Mac & Cheese"": 2.0, ""Collard Greens"": 2.0, ""Cornbread"": 5.0}","{""Service"": 2, ""Stew Chicken"": 1, ""Taste"": 1, ""Cost"": 2, ""Brown Stew Chicken"": 1, ""Rice & Peas"": 1, ""Mac & Cheese"": 1, ""Collard Greens"": 1, ""Cornbread"": 1}"
2757,aNNCjIDnTxn3YXRa4SnzYA,"{""Service"": 4.0, ""Atmosphere"": 3.6666666666666665, ""Food"": 4.0, ""Drink"": 5.0, ""Cost"": 3.8, ""Dishes"": 5.0, ""Dinner Menu"": 5.0, ""Cocktails"": 5.0, ""Bar Food"": 5.0, ""Raw bar sampler"": 4.0, ""Prawns"": 5.0, ""Crabmeat"": 5.0, ""Chilean sea bass over risotto"": 5.0, ""Scallops over potato and pancetta hash"": 5.0, ""Dessert"": 5.0, ""Chocolate cake"": 5.0, ""Cheesesteak Egg Rolls"": 5.0, ""Turkey Burger with Fries"": 5.0, ""Bang Bang Shrimp"": 4.0, ""Drinks"": 5.0, ""Old Fashioned"": 5.0, ""Hostesses"": 5.0, ""Wait-staff"": 5.0, ""Owners"": 5.0, ""Bartenders"": 5.0, ""Stephanie"": 5.0, ""Jeanette"": 5.0, ""Live Music"": 5.0, ""Value"": 5.0, ""Brunch"": 1.0}","{""Service"": 5, ""Atmosphere"": 3, ""Food"": 4, ""Drink"": 1, ""Cost"": 5, ""Dishes"": 1, ""Dinner Menu"": 1, ""Cocktails"": 2, ""Bar Food"": 1, ""Raw bar sampler"": 1, ""Prawns"": 1, ""Crabmeat"": 1, ""Chilean sea bass over risotto"": 1, ""Scallops over potato and pancetta hash"": 1, ""Dessert"": 1, ""Chocolate cake"": 1, ""Cheesesteak Egg Rolls"": 1, ""Turkey Burger with Fries"": 1, ""Bang Bang Shrimp"": 1, ""Drinks"": 1, ""Old Fashioned"": 1, ""Hostesses"": 1, ""Wait-staff"": 1, ""Owners"": 1, ""Bartenders"": 1, ""Stephanie"": 1, ""Jeanette"": 1, ""Live Music"": 1, ""Value"": 1, ""Brunch"": 1}"
2758,aPI5KpboojbTqLEMH_oY7w,"{""Service"": 4.0, ""Food"": 4.666666666666667, ""Curry Goat"": 5.0, ""Jamaican Patties"": 5.0, ""Cost"": 3.0, ""Atmosphere"": 2.0, ""Jamaican Beef Patty"": 4.0, ""Rice"": 3.0, ""Vegetables"": 2.0}","{""Service"": 2, ""Food"": 3, ""Curry Goat"": 1, ""Jamaican Patties"": 1, ""Cost"": 2, ""Atmosphere"": 1, ""Jamaican Beef Patty"": 1, ""Rice"": 1, ""Vegetables"": 1}"
2759,aPNXGTDkf-4bjhyMBQxqpQ,"{""Service"": 3.0, ""Food"": 4.0, ""Brunch"": 4.0, ""Cocktails"": 4.0, ""Bar bites"": 3.0, ""Kids activities"": 5.0, ""Play dates"": 4.0, ""Atmosphere"": 4.0, ""Price"": 3.0, ""Foosball table"": 4.0, ""Corn hole"": 3.0, ""Nintendo games"": 3.0, ""Rock climbing walls"": 5.0, ""Outdoor patio"": 4.0, ""Petting zoo"": 5.0, ""Fire truck"": 5.0, ""Cost"": 3.0}","{""Service"": 2, ""Food"": 2, ""Brunch"": 1, ""Cocktails"": 1, ""Bar bites"": 1, ""Kids activities"": 1, ""Play dates"": 1, ""Atmosphere"": 1, ""Price"": 1, ""Foosball table"": 1, ""Corn hole"": 1, ""Nintendo games"": 1, ""Rock climbing walls"": 1, ""Outdoor patio"": 1, ""Petting zoo"": 1, ""Fire truck"": 1, ""Cost"": 1}"
2760,aQDNvFHkKkKuXLfzAjZhXQ,"{""Service"": 5.0, ""Juices"": 5.0, ""Pear Fennel"": 5.0, ""Almond Date Milk"": 5.0, ""Cost"": 4.0}","{""Service"": 1, ""Juices"": 1, ""Pear Fennel"": 1, ""Almond Date Milk"": 1, ""Cost"": 1}"
2761,aQhn4CcEJokY6ADxUbzTaQ,"{""Service"": 3.25, ""Atmosphere"": 4.0, ""Food"": 4.666666666666666, ""Crab Fries"": 4.5, ""Cheese Sauce"": 5.0, ""Mussels/Clams in Garlic Sauce"": 4.0, ""Cost"": 3.0, ""Mussels"": 2.5, ""Roast beef"": 1.0, ""Shrimp"": 5.0, ""Crabs"": 5.0, ""Pizza"": 2.0, ""Roast Beef Sandwich"": 1.0, ""Chicken Caesar"": 2.0, ""Drinks"": 2.0, ""Seafood"": 5.0, ""Wings"": 5.0, ""Sandwiches"": 5.0, ""Appetizers"": 5.0, ""Crab Legs"": 5.0, ""Breakfast Trimmings"": 5.0}","{""Service"": 8, ""Atmosphere"": 2, ""Food"": 2, ""Crab Fries"": 2, ""Cheese Sauce"": 1, ""Mussels/Clams in Garlic Sauce"": 1, ""Cost"": 7, ""Mussels"": 2, ""Roast beef"": 1, ""Shrimp"": 1, ""Crabs"": 1, ""Pizza"": 3, ""Roast Beef Sandwich"": 1, ""Chicken Caesar"": 1, ""Drinks"": 1, ""Seafood"": 1, ""Wings"": 1, ""Sandwiches"": 1, ""Appetizers"": 1, ""Crab Legs"": 1, ""Breakfast Trimmings"": 1}"
2762,aROWvF8ltWk6LLNO62haag,"{""Service"": 3.6666666666666665, ""Chana Masala"": 5.0, ""Cost"": 3.3333333333333335, ""Chicken Tikka Masala"": 4.0, ""Garlic Naan"": 4.0, ""Garlic Chicken Appetizer"": 5.0, ""Chef's Biryani"": 4.0, ""Food"": 3.0, ""Shrimp Tikka"": 1.0}","{""Service"": 3, ""Chana Masala"": 1, ""Cost"": 3, ""Chicken Tikka Masala"": 1, ""Garlic Naan"": 1, ""Garlic Chicken Appetizer"": 1, ""Chef's Biryani"": 1, ""Food"": 1, ""Shrimp Tikka"": 1}"
2763,aRyP578y47vwJ4KFIicjCw,"{""Service"": 4.2, ""Sushi"": 4.5, ""Miso Soup"": 5.0, ""Edamame"": 4.5, ""Eel and Avocado Roll"": 4.0, ""Shrimp Tempura Roll"": 4.5, ""Alaska Roll"": 3.0, ""Cost"": 3.6, ""Mochi"": 5.0, ""Philadelphia Roll"": 5.0, ""Sweet Potato Roll"": 5.0, ""Christmas Roll"": 5.0, ""Spicy Crispy Crabmeat roll"": 4.0, ""Boston roll"": 3.0, ""Shrimp Tempura roll"": 5.0, ""Crispy Crab Meat Roll"": 5.0, ""Yellowtail and Scallion Roll"": 5.0, ""Dragon Roll"": 5.0, ""Atmosphere"": 4.0, ""Tuna Tartare"": 1.0, ""Kani Salad"": 1.0}","{""Service"": 5, ""Sushi"": 4, ""Miso Soup"": 1, ""Edamame"": 2, ""Eel and Avocado Roll"": 1, ""Shrimp Tempura Roll"": 2, ""Alaska Roll"": 1, ""Cost"": 5, ""Mochi"": 1, ""Philadelphia Roll"": 1, ""Sweet Potato Roll"": 1, ""Christmas Roll"": 1, ""Spicy Crispy Crabmeat roll"": 1, ""Boston roll"": 1, ""Shrimp Tempura roll"": 1, ""Crispy Crab Meat Roll"": 1, ""Yellowtail and Scallion Roll"": 1, ""Dragon Roll"": 1, ""Atmosphere"": 1, ""Tuna Tartare"": 1, ""Kani Salad"": 1}"
2764,aSLURDEj9Kw2YQkpP_ZAlg,"{""Food"": 3.0, ""Clams Royale"": 3.0, ""Seafood Birds Nest"": 2.0, ""Chow Fun"": 4.0, ""Sesame Chicken"": 2.0, ""Crispy Shrimp with String Beans"": 3.0, ""Pistachio Ice Cream"": 4.0, ""Service"": 5.0, ""Cost"": 2.3333333333333335, ""Appetizers"": 5.0, ""Stuffed Clams"": 5.0, ""Scallops"": 5.0, ""Vegetable Egg Roll"": 5.0, ""Entree"": 5.0, ""Chicken with String Beans in Garlic Sauce"": 5.0, ""General Tsao Chicken"": 5.0, ""Dessert"": 5.0, ""Cleanliness"": 5.0, ""Lunch Specials"": 5.0, ""Dish Variety"": 5.0, ""Wonton Soup"": 5.0, ""Peanut Chicken"": 5.0, ""Grandpa's Chicken"": 4.0}","{""Food"": 1, ""Clams Royale"": 1, ""Seafood Birds Nest"": 1, ""Chow Fun"": 1, ""Sesame Chicken"": 1, ""Crispy Shrimp with String Beans"": 1, ""Pistachio Ice Cream"": 1, ""Service"": 3, ""Cost"": 3, ""Appetizers"": 1, ""Stuffed Clams"": 1, ""Scallops"": 1, ""Vegetable Egg Roll"": 1, ""Entree"": 1, ""Chicken with String Beans in Garlic Sauce"": 1, ""General Tsao Chicken"": 1, ""Dessert"": 1, ""Cleanliness"": 1, ""Lunch Specials"": 1, ""Dish Variety"": 1, ""Wonton Soup"": 1, ""Peanut Chicken"": 1, ""Grandpa's Chicken"": 1}"
2765,aT6dfEcg0bucpmdrE_G1zg,"{""Service"": 4.0, ""Waffle"": 5.0, ""Ice Cream"": 4.75, ""Toppings"": 5.0, ""Cost"": 3.0, ""Bubble Tea"": 4.0, ""Strawberry Ice Cream"": 5.0, ""Rice Crispy Treat Ice Cream"": 5.0, ""Atmosphere"": 3.0, ""S'mores Ice Cream"": 5.0, ""Chocolate Sauce"": 4.0, ""Whipped Cream"": 5.0, ""Graham Crackers"": 5.0, ""Pocky"": 5.0, ""Egg Waffle with Ice Cream"": 2.0, ""Thai Rolled Ice Cream"": 2.0}","{""Service"": 5, ""Waffle"": 1, ""Ice Cream"": 4, ""Toppings"": 1, ""Cost"": 5, ""Bubble Tea"": 1, ""Strawberry Ice Cream"": 1, ""Rice Crispy Treat Ice Cream"": 1, ""Atmosphere"": 1, ""S'mores Ice Cream"": 1, ""Chocolate Sauce"": 1, ""Whipped Cream"": 1, ""Graham Crackers"": 1, ""Pocky"": 1, ""Egg Waffle with Ice Cream"": 1, ""Thai Rolled Ice Cream"": 1}"
2766,aUoMG97DMJG4nmwhT6z1zA,"{""Service"": 3.7083333333333335, ""Fish"": 5.0, ""Baked lobster Mac and cheese"": 5.0, ""String Beans"": 5.0, ""Bread & butter basket"": 5.0, ""Cost"": 3.347826086956522, ""Drinks"": 2.5, ""Strawberry Basil Mojito"": 2.0, ""Appetizers"": 3.3333333333333335, ""Lobster Roll"": 3.3333333333333335, ""Crab Cakes"": 4.25, ""Chipotle Shrimp"": 4.0, ""Other Dishes"": 4.0, ""Lobster Mac and Cheese"": 3.75, ""Steamed Littleneck Clams"": 5.0, ""Cabernet Sauvignon"": 4.0, ""Grilled Salmon Panzanella"": 5.0, ""Blackened Chicken Penne Pasta"": 3.0, ""Ambience"": 3.5, ""Food"": 3.857142857142857, ""Crabcakes"": 5.0, ""Salmon"": 5.0, ""Lobster roll"": 5.0, ""Menu Selection"": 4.0, ""Overall Experience"": 1.0, ""Atmosphere"": 5.0, ""Steak"": 5.0, ""Sides"": 3.5, ""Location"": 5.0, ""Ambiance"": 5.0, ""Mixed Grill"": 5.0, ""Sockeye Salmon"": 5.0, ""Zucchini Ragout"": 5.0, ""Tuna Tartare"": 3.5, ""Fresh Oysters"": 5.0, ""Calamari"": 3.4, ""Tuna Tartar"": 5.0, ""Baked Salmon on Flatbread"": 4.0, ""Salmon Entree"": 5.0, ""Biscuits"": 4.333333333333333, ""Seafood"": 4.0, ""Shrimp Tacos"": 5.0, ""Firecracker Cauliflower"": 5.0, ""Barramundi"": 5.0, ""Prosciutto Brussel Sprouts"": 3.0, ""Parmesan Potatoes"": 3.0, ""Lobster Bisque"": 4.0, ""Fish Entree"": 1.0, ""Children's Menu"": 3.0, ""Chicken Fingers"": 2.0, ""Fries"": 3.0, ""Ice Cream"": 3.0, ""Hoyt Biscuits"": 2.0, ""Potatoes"": 2.0, ""Veggies"": 2.0, ""Carrot Cake"": 2.0, ""Scallions"": 5.0, ""Chocolate Cake"": 3.0, ""Strawberry Shortcake"": 4.5, ""Crab Wontons"": 1.0, ""Prime Sliders"": 3.0, ""Swordfish"": 2.0, ""Oysters"": 4.0, ""Lobster Rolls"": 3.0, ""Sliders"": 3.0, ""Seafood Platter"": 3.0, ""Chilean Sea Bass"": 1.0, ""Seafood Starter"": 4.0, ""Fried Calamari"": 4.0, ""Biscuits with Honey Butter"": 5.0, ""Maine Lobster with Asparagus"": 4.0, ""Tuna Ahi"": 4.0, ""Chocolate Lava Cake"": 4.0, ""Caesar Salad"": 2.0, ""Jumbo Crab Cakes"": 1.0, ""Green Salad"": 3.0, ""Free Bread"": 5.0, ""Power Lunch Combo Salad"": 3.0, ""Tamales"": 3.0, ""Warm Biscuits with Maple-Drizzled Butter"": 5.0, ""Spicy Tuna Roll"": 2.0, ""Lobster Cobb Salad"": 4.0, ""Sorbet (Mango, Peach, and Passion Fruit)"": 5.0, ""Fresh Berries"": 4.0, ""Char Crust Ahi Tuna with Yukon Gold potatoes"": 3.0, ""Seared Georges Bank Scallops with lobster risotto"": 4.0, ""Creme Brûlée"": 4.0, ""Happy Hour Menu"": 5.0, ""Drink Specials"": 5.0}","{""Service"": 24, ""Fish"": 1, ""Baked lobster Mac and cheese"": 1, ""String Beans"": 1, ""Bread & butter basket"": 1, ""Cost"": 23, ""Drinks"": 2, ""Strawberry Basil Mojito"": 1, ""Appetizers"": 1, ""Lobster Roll"": 3, ""Crab Cakes"": 4, ""Chipotle Shrimp"": 1, ""Other Dishes"": 1, ""Lobster Mac and Cheese"": 4, ""Steamed Littleneck Clams"": 1, ""Cabernet Sauvignon"": 1, ""Grilled Salmon Panzanella"": 1, ""Blackened Chicken Penne Pasta"": 1, ""Ambience"": 2, ""Food"": 7, ""Crabcakes"": 1, ""Salmon"": 2, ""Lobster roll"": 1, ""Menu Selection"": 1, ""Overall Experience"": 1, ""Atmosphere"": 1, ""Steak"": 3, ""Sides"": 2, ""Location"": 2, ""Ambiance"": 2, ""Mixed Grill"": 1, ""Sockeye Salmon"": 1, ""Zucchini Ragout"": 1, ""Tuna Tartare"": 2, ""Fresh Oysters"": 1, ""Calamari"": 5, ""Tuna Tartar"": 1, ""Baked Salmon on Flatbread"": 1, ""Salmon Entree"": 1, ""Biscuits"": 3, ""Seafood"": 2, ""Shrimp Tacos"": 1, ""Firecracker Cauliflower"": 1, ""Barramundi"": 1, ""Prosciutto Brussel Sprouts"": 1, ""Parmesan Potatoes"": 1, ""Lobster Bisque"": 3, ""Fish Entree"": 1, ""Children's Menu"": 1, ""Chicken Fingers"": 1, ""Fries"": 1, ""Ice Cream"": 1, ""Hoyt Biscuits"": 1, ""Potatoes"": 1, ""Veggies"": 1, ""Carrot Cake"": 1, ""Scallions"": 1, ""Chocolate Cake"": 2, ""Strawberry Shortcake"": 2, ""Crab Wontons"": 1, ""Prime Sliders"": 1, ""Swordfish"": 1, ""Oysters"": 1, ""Lobster Rolls"": 1, ""Sliders"": 1, ""Seafood Platter"": 1, ""Chilean Sea Bass"": 1, ""Seafood Starter"": 1, ""Fried Calamari"": 1, ""Biscuits with Honey Butter"": 1, ""Maine Lobster with Asparagus"": 1, ""Tuna Ahi"": 1, ""Chocolate Lava Cake"": 1, ""Caesar Salad"": 1, ""Jumbo Crab Cakes"": 1, ""Green Salad"": 1, ""Free Bread"": 1, ""Power Lunch Combo Salad"": 1, ""Tamales"": 1, ""Warm Biscuits with Maple-Drizzled Butter"": 1, ""Spicy Tuna Roll"": 1, ""Lobster Cobb Salad"": 1, ""Sorbet (Mango, Peach, and Passion Fruit)"": 1, ""Fresh Berries"": 1, ""Char Crust Ahi Tuna with Yukon Gold potatoes"": 1, ""Seared Georges Bank Scallops with lobster risotto"": 1, ""Creme Brûlée"": 1, ""Happy Hour Menu"": 1, ""Drink Specials"": 1}"
2767,aVmuaNh8Z8gKSkoP418H9w,"{""Service"": 4.5, ""Sausage Candies"": 5.0, ""Beets Three Ways"": 5.0, ""Yellow Fin Tuna"": 5.0, ""Table-side Sangria"": 4.0, ""Churros"": 4.0, ""Hot Chocolate Dipping Sauce"": 5.0, ""Dulce de Leche Churros"": 4.0, ""Brunch Menu"": 5.0, ""Tortillas de Cualquier Tipo"": 5.0, ""Tortilla Espanola"": 5.0, ""Salad"": 4.0, ""Atmosphere"": 4.0, ""Cost"": 3.0, ""Food"": 4.5, ""Tapas"": 4.0, ""European Style Hot Chocolates"": 5.0}","{""Service"": 2, ""Sausage Candies"": 1, ""Beets Three Ways"": 1, ""Yellow Fin Tuna"": 1, ""Table-side Sangria"": 1, ""Churros"": 1, ""Hot Chocolate Dipping Sauce"": 1, ""Dulce de Leche Churros"": 1, ""Brunch Menu"": 1, ""Tortillas de Cualquier Tipo"": 1, ""Tortilla Espanola"": 1, ""Salad"": 1, ""Atmosphere"": 1, ""Cost"": 2, ""Food"": 1, ""Tapas"": 1, ""European Style Hot Chocolates"": 1}"
2768,aVqpkblvTeJsRQQ9UbKN2A,"{""Service"": 1.0, ""Flatbread"": 2.0, ""Crabcakes"": 2.0, ""Street Tacos"": 1.0, ""Cost"": 3.0}","{""Service"": 1, ""Flatbread"": 1, ""Crabcakes"": 1, ""Street Tacos"": 1, ""Cost"": 1}"
2769,aWy4lYji5BOdQk473z_eXg,"{""Service"": 4.666666666666667, ""Wings"": 5.0, ""Fries"": 4.0, ""Cost"": 3.0, ""Pulled Pork Sandwich"": 5.0, ""Fish and Chips"": 5.0, ""Food"": 5.0, ""Beer"": 5.0}","{""Service"": 3, ""Wings"": 2, ""Fries"": 1, ""Cost"": 3, ""Pulled Pork Sandwich"": 1, ""Fish and Chips"": 1, ""Food"": 1, ""Beer"": 1}"
2770,aXr74YWu67vUtWsbmICbag,"{""Service"": 3.7777777777777777, ""Mushroom Bisque"": 4.0, ""Meatball Flat Bread"": 3.0, ""Cheese On Tomato And Bread"": 2.0, ""Crab Cake"": 2.0, ""Creme Brule"": 5.0, ""Cost"": 3.125, ""Crab Cakes"": 5.0, ""Interior"": 4.0, ""German Riesling"": 5.0, ""Beer Coconut Shrimp"": 5.0, ""Jambalaya"": 5.0, ""Ambiance"": 4.333333333333333, ""Salad"": 4.0, ""Filet and Mushroom Raviolis"": 1.0, ""Food"": 4.0, ""Oysters"": 4.0, ""Rose Tattoo Burger"": 3.0, ""Atmosphere"": 3.0, ""Calamari"": 2.0, ""Four Cheese Tortellini"": 1.0, ""Shrimp Tagliatelle"": 2.0, ""Chardonnay"": 5.0, ""Dessert"": 4.0, ""Accessibility"": 1.0}","{""Service"": 9, ""Mushroom Bisque"": 1, ""Meatball Flat Bread"": 1, ""Cheese On Tomato And Bread"": 1, ""Crab Cake"": 1, ""Creme Brule"": 1, ""Cost"": 8, ""Crab Cakes"": 1, ""Interior"": 1, ""German Riesling"": 1, ""Beer Coconut Shrimp"": 1, ""Jambalaya"": 1, ""Ambiance"": 3, ""Salad"": 1, ""Filet and Mushroom Raviolis"": 1, ""Food"": 3, ""Oysters"": 1, ""Rose Tattoo Burger"": 1, ""Atmosphere"": 1, ""Calamari"": 1, ""Four Cheese Tortellini"": 1, ""Shrimp Tagliatelle"": 1, ""Chardonnay"": 1, ""Dessert"": 1, ""Accessibility"": 1}"
2771,aZNiVR6oAMQX5__yGPvYsg,"{""Ambiance"": 4.0, ""Service"": 5.0, ""Food"": 3.0, ""Vegetarian Dumplings"": 4.0, ""Pork Dumplings"": 4.0, ""Red Wine"": 4.0, ""Cost"": 3.0, ""Portion Size"": 2.0, ""Decor"": 4.0}","{""Ambiance"": 1, ""Service"": 1, ""Food"": 2, ""Vegetarian Dumplings"": 1, ""Pork Dumplings"": 1, ""Red Wine"": 1, ""Cost"": 1, ""Portion Size"": 1, ""Decor"": 1}"
